interval_start,5XX_count,true_anomaly,predicted_anomaly,anomaly_likelihood,reconstruction_error,relative_position
2024-03-01 00:00:00,76.66514739298002,0,0,0.5,0.008721890929936346,0.0
2024-03-01 00:05:00,80.66514739298002,0,0,0.5,0.0008415177458218417,0.0
2024-03-01 00:10:00,57.665147392980025,0,0,0.5,0.0004320915637317333,0.0
2024-03-01 00:15:00,49.665147392980025,0,0,0.5,0.00043747277304919497,0.0
2024-03-01 00:20:00,58.665147392980025,0,0,0.5,0.000806619915243791,0.0
2024-03-01 00:25:00,50.665147392980025,0,0,0.5,0.00032075629556819373,0.0
2024-03-01 00:30:00,53.665147392980025,0,0,0.5,0.0003706662263721413,0.0
2024-03-01 00:35:00,61.665147392980025,0,0,0.5,0.0003641634864274166,0.0
2024-03-01 00:40:00,59.665147392980025,0,0,0.5,0.0003517681919917808,0.0
2024-03-01 00:45:00,47.665147392980025,0,0,0.5,0.0004896222771759067,0.0
2024-03-01 00:50:00,64.66514739298002,0,0,0.5,0.00046959817896503756,0.0
2024-03-01 00:55:00,64.66514739298002,0,0,0.5,0.001378084363389523,0.0
2024-03-01 01:00:00,49.88989226437161,0,0,0.5,0.0003389061493325514,0.0
2024-03-01 01:05:00,66.88989226437161,0,0,0.5,0.0003603649215688963,0.0
2024-03-01 01:10:00,87.88989226437161,0,0,0.5,0.0004880447718151805,0.0
2024-03-01 01:15:00,56.88989226437161,0,0,0.5,0.00035431028176643694,0.0
2024-03-01 01:20:00,64.88989226437161,1,0,0.5,0.0004287729824064652,0.0
2024-03-01 01:25:00,51.88989226437161,1,0,0.5,0.0012637584707610992,0.0
2024-03-01 01:30:00,63.88989226437161,1,0,0.5,0.00035569616048089714,0.0
2024-03-01 01:35:00,76.88989226437161,1,0,0.5,0.0004411065164565008,0.0
2024-03-01 01:40:00,64.88989226437161,1,0,0.5,0.001315445373111706,0.0
2024-03-01 01:45:00,43.88989226437161,1,0,0.5,0.00042676889244993487,0.0
2024-03-01 01:50:00,91.88989226437161,1,0,0.5,0.0008171760464327851,0.0
2024-03-01 01:55:00,76.88989226437161,1,0,0.5,0.00133857607556964,0.0
2024-03-01 02:00:00,45.031172796764466,1,0,0.5,0.00033132704722819116,0.0
2024-03-01 02:05:00,79.03117279676445,1,0,0.5,0.00045019551744905005,0.0
2024-03-01 02:10:00,88.03117279676445,1,0,0.5,0.023179474661218884,0.0
2024-03-01 02:15:00,76.03117279676445,1,0,0.5,0.0005226100594712043,0.0
2024-03-01 02:20:00,86.03117279676445,1,0,0.5,0.0004751611517083334,0.0
2024-03-01 02:25:00,124.03117279676445,1,0,0.5,0.0016009665991117506,0.0
2024-03-01 02:30:00,71.03117279676445,1,0,0.7339870909983236,0.0004953404129122037,0.0
2024-03-01 02:35:00,67.03117279676445,1,0,0.7237858226413937,0.0012074061637144728,0.0
2024-03-01 02:40:00,81.03117279676445,1,0,0.7439529884962172,0.0013839641101471099,0.0
2024-03-01 02:45:00,65.03117279676445,1,0,0.7256901026073719,0.000463183011587663,0.0
2024-03-01 02:50:00,54.031172796764466,1,0,0.7043136412865627,0.0004766060828120124,0.0
2024-03-01 02:55:00,53.031172796764466,1,0,0.7114908735066346,0.0007951647574284447,0.0
2024-03-01 03:00:00,56.07936095535312,1,0,0.7140378625911772,0.000597900067549018,0.0
2024-03-01 03:05:00,57.07936095535312,1,0,0.7038100362127667,0.0003704188432723298,0.0
2024-03-01 03:10:00,76.07936095535312,1,0,0.6990025540074185,0.000399718584961292,0.0
2024-03-01 03:15:00,54.07936095535312,1,0,0.7101321129652487,0.0008610195484679633,0.0
2024-03-01 03:20:00,66.07936095535312,1,0,0.7096545256344603,0.000373139759320036,0.0
2024-03-01 03:25:00,52.07936095535312,1,0,0.6985436534550391,0.0003239429136964946,0.0
2024-03-01 03:30:00,68.07936095535312,1,0,0.6991697058438837,0.0004041336068092797,0.0
2024-03-01 03:35:00,58.07936095535312,1,0,0.700119472305766,0.00036415312412700493,0.0
2024-03-01 03:40:00,71.07936095535312,1,0,0.7003156842875637,0.00040662739420323706,0.0
2024-03-01 03:45:00,30.079360955353113,1,0,0.6995405836703251,0.00032982256152487284,0.0
2024-03-01 03:50:00,58.07936095535312,1,0,0.6978795751238371,0.00032962292895943147,0.0
2024-03-01 03:55:00,62.07936095535312,1,0,0.7094770357196736,0.0007826612072230978,0.0
2024-03-01 04:00:00,53.031172796764466,1,0,0.7099721960556933,0.0003498027730791635,0.0
2024-03-01 04:05:00,54.031172796764466,1,0,0.7022742624847286,0.00046275365994082144,0.0
2024-03-01 04:10:00,54.031172796764466,1,0,0.7034520770240023,0.0003314881842683193,0.0
2024-03-01 04:15:00,60.031172796764466,1,0,0.7014431336626704,0.0003747509894430337,0.0
2024-03-01 04:20:00,64.03117279676445,1,0,0.7023667535277184,0.0003368091989729769,0.0
2024-03-01 04:25:00,88.03117279676445,0,0,0.7049817511325773,0.0004218301850021074,0.0
2024-03-01 04:30:00,148.03117279676448,0,0,0.9624948984120383,0.01785627032255893,0.0
2024-03-01 04:35:00,96.03117279676445,0,0,0.9625158846137379,0.0004237876651995568,0.0
2024-03-01 04:40:00,77.03117279676445,0,0,0.7030297523160943,0.0003499598166676967,0.0
2024-03-01 04:45:00,52.031172796764466,0,0,0.7122513172014191,0.0007337012562213235,0.0
2024-03-01 04:50:00,76.03117279676445,0,0,0.7132515981827294,0.0003748517247106787,0.0
2024-03-01 04:55:00,54.031172796764466,0,0,0.703969134318284,0.0003526296728533131,0.0
2024-03-01 05:00:00,34.88989226437161,0,0,0.704631472559835,0.0003887116218922695,0.0
2024-03-01 05:05:00,72.88989226437161,0,0,0.7111690829043393,0.0005153772545050745,0.0
2024-03-01 05:10:00,91.88989226437161,0,0,0.7171232524376172,0.0005205596201064484,0.0
2024-03-01 05:15:00,84.88989226437161,0,0,0.7164769816206724,0.0004971629401135576,0.0
2024-03-01 05:20:00,81.88989226437161,0,0,0.7427872891539764,0.0014128496053633435,0.0
2024-03-01 05:25:00,69.88989226437161,0,0,0.7407039902207706,0.00040567134569463977,0.0
2024-03-01 05:30:00,57.88989226437161,0,0,0.7087471404530605,0.0003868585167399924,0.0
2024-03-01 05:35:00,69.88989226437161,0,0,0.707069492574385,0.00035044204603348585,0.0
2024-03-01 05:40:00,87.88989226437161,0,0,0.7070964259980037,0.00038682510453805224,0.0
2024-03-01 05:45:00,78.88989226437161,0,0,0.7095104518052311,0.00039604941932757157,0.0
2024-03-01 05:50:00,68.88989226437161,0,0,0.7085598087990845,0.0003550769314187115,0.0
2024-03-01 05:55:00,62.88989226437162,0,0,0.7085638233577839,0.00040158601062145136,0.0
2024-03-01 06:00:00,64.66514739298002,0,0,0.7110809602659561,0.00043808319871851373,0.0
2024-03-01 06:05:00,91.66514739298002,0,0,0.7170483436131654,0.0006087828035588807,0.0
2024-03-01 06:10:00,84.66514739298002,0,0,0.7206787489726216,0.0005641718747797637,0.0
2024-03-01 06:15:00,92.66514739298002,0,0,0.7147831237820568,0.00042821572405381866,0.0
2024-03-01 06:20:00,75.66514739298002,0,0,0.7074780828259999,0.0003307211380609667,0.0
2024-03-01 06:25:00,76.66514739298002,0,0,0.7096014674161186,0.00047522123498169985,0.0
2024-03-01 06:30:00,88.66514739298002,0,0,0.7242672655433904,0.0008299551682328261,0.0
2024-03-01 06:35:00,72.66514739298002,0,0,0.724254711691389,0.0004757091207628276,0.0
2024-03-01 06:40:00,77.66514739298002,0,0,0.7300353329532876,0.0010616202753826617,0.0
2024-03-01 06:45:00,57.665147392980025,0,0,0.7341868968087297,0.0006230529731731277,0.0
2024-03-01 06:50:00,68.66514739298002,0,0,0.7129966861195506,0.00039626129442592637,0.0
2024-03-01 06:55:00,82.66514739298002,0,0,0.7077743480456624,0.00045888501081414273,0.0
2024-03-01 07:00:00,83.37225417416656,0,0,0.7091205769768616,0.0004746131578722798,0.0
2024-03-01 07:05:00,73.37225417416656,0,0,0.6797064031922893,0.000385697291839956,0.0
2024-03-01 07:10:00,59.37225417416657,0,0,0.6273596102654688,0.0003358937795575689,0.0
2024-03-01 07:15:00,63.37225417416656,0,0,0.6499217380522087,0.00043089801559683267,0.0
2024-03-01 07:20:00,89.37225417416656,0,0,0.8439342556505587,0.0008312917396659389,0.0
2024-03-01 07:25:00,71.37225417416656,0,0,0.8255041472544299,0.00038524058348559227,0.0
2024-03-01 07:30:00,64.37225417416656,0,0,0.626039516638658,0.0003371129711677566,0.0
2024-03-01 07:35:00,85.37225417416656,0,0,0.6550426334322635,0.0004616938916037364,0.0
2024-03-01 07:40:00,90.37225417416656,0,0,0.8057674810203598,0.0007145616632018867,0.0
2024-03-01 07:45:00,63.37225417416656,0,0,0.9109882148473851,0.0007918955243556258,0.0
2024-03-01 07:50:00,89.37225417416656,0,0,0.8682007368497857,0.000428371326348129,0.0
2024-03-01 07:55:00,74.37225417416656,0,0,0.6361835290801868,0.00034882507346840593,0.0
2024-03-01 08:00:00,71.03117279676445,0,0,0.6213716636842684,0.0003965781620632707,0.0
2024-03-01 08:05:00,86.03117279676445,0,0,0.6684312971840634,0.00045580182431214316,0.0
2024-03-01 08:10:00,128.03117279676448,0,0,0.7275334871111514,0.0005137981109527172,0.0
2024-03-01 08:15:00,109.03117279676445,0,0,0.9762252797101926,0.0013079115847238485,0.0
2024-03-01 08:20:00,93.03117279676445,0,0,0.9832545031149025,0.0005947051708388437,0.0
2024-03-01 08:25:00,111.03117279676445,0,0,0.7679794583034187,0.0005403217279483299,0.0
2024-03-01 08:30:00,116.03117279676445,0,0,0.8144757858958007,0.0007199992761063349,0.0
2024-03-01 08:35:00,118.03117279676445,0,0,0.9111410660942671,0.000829436038682473,0.0
2024-03-01 08:40:00,95.03117279676445,0,0,0.8656734280285922,0.0005812489735324917,0.0
2024-03-01 08:45:00,85.03117279676445,0,0,0.7213234995224815,0.0004869282952889571,0.0
2024-03-01 08:50:00,96.03117279676445,0,0,0.6838559500463461,0.0005078841535354273,0.0
2024-03-01 08:55:00,113.03117279676445,0,0,0.6791202334325974,0.00047571369899107916,0.0
2024-03-01 09:00:00,114.66514739298002,0,0,0.6686973665093485,0.0004619036872967162,0.0
2024-03-01 09:05:00,87.66514739298002,0,0,0.6709593963524918,0.0004815595410581682,0.0
2024-03-01 09:10:00,108.66514739298002,0,0,0.7213191597475791,0.0005485392714563351,0.0
2024-03-01 09:15:00,86.66514739298002,0,0,0.7329998794380096,0.000496482336864879,0.0
2024-03-01 09:20:00,105.66514739298002,0,0,0.7266009311092656,0.0005462449575746389,0.0
2024-03-01 09:25:00,70.66514739298002,0,0,0.6671450119146264,0.0003673179053793711,0.0
2024-03-01 09:30:00,72.66514739298002,0,0,0.6659441539950068,0.0005489266382974852,0.0
2024-03-01 09:35:00,92.66514739298002,0,0,0.7301904791722629,0.0005079596309982891,0.0
2024-03-01 09:40:00,93.66514739298002,0,0,0.7036396031436527,0.0005096474261331925,0.0
2024-03-01 09:45:00,77.66514739298002,0,0,0.685272374554071,0.00047475924799754914,0.0
2024-03-01 09:50:00,75.66514739298002,0,0,0.8139973371826138,0.0007522805409988769,0.0
2024-03-01 09:55:00,80.66514739298002,0,0,0.7704285775651616,0.00039137163727649823,0.0
2024-03-01 10:00:00,68.29912198919558,0,0,0.6041829996926842,0.00042031252813876384,0.0
2024-03-01 10:05:00,65.29912198919558,0,0,0.8527590346321562,0.0009330344755942676,0.0
2024-03-01 10:10:00,91.29912198919558,0,0,0.86678809644052,0.00043367650168005495,0.0
2024-03-01 10:15:00,124.29912198919558,0,0,0.6721304127476637,0.0005191368977009073,0.0
2024-03-01 10:20:00,85.29912198919558,0,0,0.6465047692402723,0.000373760489671582,0.0
2024-03-01 10:25:00,75.29912198919558,0,0,0.6000876589562323,0.0004129876902636273,0.0
2024-03-01 10:30:00,81.29912198919558,0,0,0.5978258634894638,0.0003636933463488964,0.0
2024-03-01 10:35:00,71.29912198919558,0,0,0.5846589585186293,0.0003646524895541225,0.0
2024-03-01 10:40:00,94.29912198919558,0,0,0.9190960410201113,0.0012320098906092286,0.0
2024-03-01 10:45:00,127.29912198919557,0,0,0.9991274830306175,0.0011400439380408025,0.0
2024-03-01 10:50:00,85.29912198919558,0,0,0.9109511343730039,0.000375673333508695,0.0
2024-03-01 10:55:00,73.29912198919558,0,0,0.8287068388312443,0.0009549588445015865,0.0
2024-03-01 11:00:00,62.958040611793486,0,0,0.8915434863914761,0.0005311042269694251,0.0
2024-03-01 11:05:00,105.95804061179348,0,0,0.7242312174224748,0.0005268426661012248,0.0
2024-03-01 11:10:00,82.95804061179348,0,0,0.691865792432597,0.00044901230796748576,0.0
2024-03-01 11:15:00,74.95804061179348,0,0,0.6564843647018286,0.00043865748569027235,0.0
2024-03-01 11:20:00,75.95804061179348,0,0,0.6978430210044109,0.0005502415814659684,0.0
2024-03-01 11:25:00,81.95804061179348,0,0,0.7883009811596415,0.0006522791579489097,0.0
2024-03-01 11:30:00,69.95804061179348,0,0,0.7472423716949123,0.0004586756097166692,0.0
2024-03-01 11:35:00,83.95804061179348,0,0,0.6302864477384511,0.0003644061637258727,0.0
2024-03-01 11:40:00,69.95804061179348,0,0,0.6207133181428691,0.00042159763176237745,0.0
2024-03-01 11:45:00,57.95804061179348,1,0,0.9838883062749101,0.0021145562303555095,0.0
2024-03-01 11:50:00,48.95804061179348,1,0,0.9775192725534108,0.0003085929118869509,0.0
2024-03-01 11:55:00,54.95804061179348,1,0,0.6172052188777525,0.0003577144871143028,0.0
2024-03-01 12:00:00,62.665147392980025,1,0,0.6320079528383766,0.0003608459095386059,0.0
2024-03-01 12:05:00,72.66514739298002,1,0,0.6310583935737586,0.00033899832231905705,0.0
2024-03-01 12:10:00,39.665147392980025,1,0,0.6240522284444201,0.0003113777201036349,0.0
2024-03-01 12:15:00,28.66514739298002,1,0,0.6267837156581116,0.00034005928094480727,0.0
2024-03-01 12:20:00,79.66514739298002,1,0,0.6447448205234703,0.0003662311076845614,0.0
2024-03-01 12:25:00,63.66514739298002,0,0,0.6410704299743365,0.00031744140862388886,0.0
2024-03-01 12:30:00,63.66514739298002,0,0,0.6389158838964379,0.00035075886293781236,0.0
2024-03-01 12:35:00,73.66514739298002,0,0,0.6580185972296804,0.000367805177508394,0.0
2024-03-01 12:40:00,74.66514739298002,0,0,0.6864570481908399,0.0004677519033691094,0.0
2024-03-01 12:45:00,89.66514739298002,0,0,0.6924475961084144,0.00038130860300401837,0.0
2024-03-01 12:50:00,79.66514739298002,0,0,0.6766252079281738,0.0004080927381826265,0.0
2024-03-01 12:55:00,62.665147392980025,0,0,0.6704485381437622,0.00035174248970097285,0.0
2024-03-01 13:00:00,47.44040252158844,0,0,0.9509929668045105,0.001992787877094473,0.0
2024-03-01 13:05:00,58.44040252158844,0,0,0.9476733256892805,0.0003167610713436159,0.0
2024-03-01 13:10:00,88.44040252158842,0,0,0.6695279104584488,0.0004362784495091904,0.0
2024-03-01 13:15:00,77.44040252158842,0,0,0.7018632174989918,0.0004256653102315083,0.0
2024-03-01 13:20:00,59.44040252158844,0,0,0.682408627361887,0.0003474733233152149,0.0
2024-03-01 13:25:00,71.44040252158842,0,0,0.6716427019502689,0.0003402569108925872,0.0
2024-03-01 13:30:00,66.44040252158842,0,0,0.7111044702692371,0.0005207221465323428,0.0
2024-03-01 13:35:00,111.44040252158842,0,0,0.752689604797127,0.0005154991625804134,0.0
2024-03-01 13:40:00,75.44040252158842,0,0,0.7393235837822044,0.00046558349316527304,0.0
2024-03-01 13:45:00,36.44040252158844,0,0,0.7008179145137542,0.0003447096678181208,0.0
