interval_start,5XX_count,true_anomaly,predicted_anomaly,anomaly_likelihood,reconstruction_error,relative_position
2024-03-01 00:00:00,76.66514739298002,0,0,0.5,0.0088214697363189,0.0
2024-03-01 00:05:00,80.66514739298002,0,0,0.5,0.0011220652840233456,0.0
2024-03-01 00:10:00,57.665147392980025,0,0,0.5,0.0004440174181756012,0.0
2024-03-01 00:15:00,49.665147392980025,0,0,0.5,0.0004477313062560143,0.0
2024-03-01 00:20:00,58.665147392980025,0,0,0.5,0.000949294900099468,0.0
2024-03-01 00:25:00,50.665147392980025,0,0,0.5,0.00030761786340649863,0.0
2024-03-01 00:30:00,53.665147392980025,0,0,0.5,0.00038767420007071435,0.0
2024-03-01 00:35:00,61.665147392980025,0,0,0.5,0.0005442982593162263,0.0
2024-03-01 00:40:00,59.665147392980025,0,0,0.5,0.00045520953978273233,0.0
2024-03-01 00:45:00,47.665147392980025,0,0,0.5,0.0004965323691352575,0.0
2024-03-01 00:50:00,64.66514739298002,0,0,0.5,0.0005062746068064941,0.0
2024-03-01 00:55:00,64.66514739298002,0,0,0.5,0.0015235639492941898,0.0
2024-03-01 01:00:00,49.88989226437161,0,0,0.5,0.00032031312660963886,0.0
2024-03-01 01:05:00,66.88989226437161,0,0,0.5,0.00039444409045807233,0.0
2024-03-01 01:10:00,87.88989226437161,0,0,0.5,0.0005396803666319948,0.0
2024-03-01 01:15:00,56.88989226437161,0,0,0.5,0.0003904616765514611,0.0
2024-03-01 01:20:00,64.88989226437161,1,0,0.5,0.0004963074020847788,0.0
2024-03-01 01:25:00,51.88989226437161,1,0,0.5,0.001318185703569975,0.0
2024-03-01 01:30:00,63.88989226437161,1,0,0.5,0.0004300464875656275,0.0
2024-03-01 01:35:00,76.88989226437161,1,0,0.5,0.0005311598965622106,0.0
2024-03-01 01:40:00,64.88989226437161,1,0,0.5,0.001418655890333444,0.0
2024-03-01 01:45:00,43.88989226437161,1,0,0.5,0.0004152888530382932,0.0
2024-03-01 01:50:00,91.88989226437161,1,0,0.5,0.0008910733945017816,0.0
2024-03-01 01:55:00,76.88989226437161,1,0,0.5,0.0013872677027064791,0.0
2024-03-01 02:00:00,45.031172796764466,1,0,0.5,0.00031378589514499455,0.0
2024-03-01 02:05:00,79.03117279676445,1,0,0.5,0.0005429843290477282,0.0
2024-03-01 02:10:00,88.03117279676445,1,0,0.5,0.023180144612654628,0.0
2024-03-01 02:15:00,76.03117279676445,1,0,0.5,0.0005518106621511231,0.0
2024-03-01 02:20:00,86.03117279676445,1,0,0.5,0.0005311503755889704,0.0
2024-03-01 02:25:00,124.03117279676445,1,0,0.5,0.0017901983564945127,0.0
2024-03-01 02:30:00,71.03117279676445,1,0,0.7354698282023164,0.0004927877054797129,0.0
2024-03-01 02:35:00,67.03117279676445,1,0,0.7216403752161273,0.0012315218114460611,0.0
2024-03-01 02:40:00,81.03117279676445,1,0,0.7445775055899189,0.0015004759188283956,0.0
2024-03-01 02:45:00,65.03117279676445,1,0,0.7256126731718386,0.0004591148511250207,0.0
2024-03-01 02:50:00,54.031172796764466,1,0,0.7027719849421592,0.0005270756235776987,0.0
2024-03-01 02:55:00,53.031172796764466,1,0,0.7116021188890136,0.0008654878014359191,0.0
2024-03-01 03:00:00,56.07936095535312,1,0,0.7228867472671008,0.0010362207350152956,0.0
2024-03-01 03:05:00,57.07936095535312,1,0,0.7140764356499383,0.0005003246370910829,0.0
2024-03-01 03:10:00,76.07936095535312,1,0,0.7005783449665373,0.0004769282778708826,0.0
2024-03-01 03:15:00,54.07936095535312,1,0,0.708664322604358,0.0008627247538020965,0.0
2024-03-01 03:20:00,66.07936095535312,1,0,0.711978433666409,0.0006221420029957138,0.0
2024-03-01 03:25:00,52.07936095535312,1,0,0.7027900027324675,0.0004043914609584716,0.0
2024-03-01 03:30:00,68.07936095535312,1,0,0.6980913901253454,0.0004333457820257588,0.0
2024-03-01 03:35:00,58.07936095535312,1,0,0.6999816020248674,0.0004905419756258382,0.0
2024-03-01 03:40:00,71.07936095535312,1,0,0.7019050575476525,0.0005118881909184725,0.0
2024-03-01 03:45:00,30.079360955353113,1,0,0.6985675239613354,0.00034766058459363117,0.0
2024-03-01 03:50:00,58.07936095535312,1,0,0.6959185715936889,0.00039308802511447266,0.0
2024-03-01 03:55:00,62.07936095535312,1,0,0.710949397432773,0.000950258415596622,0.0
2024-03-01 04:00:00,53.031172796764466,1,0,0.7105255959645962,0.000371424649551802,0.0
2024-03-01 04:05:00,54.031172796764466,1,0,0.7010126452133724,0.0005558429926294711,0.0
2024-03-01 04:10:00,54.031172796764466,1,0,0.7034452596437428,0.00040332778181290064,0.0
2024-03-01 04:15:00,60.031172796764466,1,0,0.6988549005584709,0.0003594476635523833,0.0
2024-03-01 04:20:00,64.03117279676445,1,0,0.6999509868001541,0.0004161990717781013,0.0
2024-03-01 04:25:00,88.03117279676445,0,0,0.7059062371849334,0.0005517197095808752,0.0
2024-03-01 04:30:00,148.03117279676448,0,0,0.962645137938728,0.017855073539041415,0.0
2024-03-01 04:35:00,96.03117279676445,0,0,0.9625338320887054,0.0005356292453132422,0.0
2024-03-01 04:40:00,77.03117279676445,0,0,0.702353395727092,0.00039266374577579574,0.0
